user_id	recommended_movies
242426	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'the+matrix+1999', 'a+clockwork+orange+1971', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'inglourious+basterds+2009', 'amlie+2001', 'immensee+1943', 'the+life+of+jesus+1997', 'elary+2003', 'memories+1995', 'the+gamma+people+1956', 'premium+rush+2012', 'seven+samurai+1954', 'in+the+name+of+the+father+1993', 'life+is+beautiful+1997', 'the+knack...+and+how+to+get+it+1965', 'casablanca+1942', 'the+godfather+1972', 'dial+m+for+murder+1954']
164653	['the+shawshank+redemption+1994', 'the+matrix+1999', 'the+usual+suspects+1995', 'm+1931', 'life+is+beautiful+1997', 'the+godfather+1972', 'seven+samurai+1954', 'inglourious+basterds+2009', 'fight+club+1999', 'amlie+2001', 'city+lights+1931', 'starship+troopers+1997', 'made+in+dagenham+2010', 'blade+runner+1982', 'pans+labyrinth+2006', 'playtime+1967', 'schindlers+list+1993', 'venus+wars+1989', 'the+lives+of+others+2006', 'before+sunrise+1995']
3727	['the+shawshank+redemption+1994', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'fight+club+1999', 'the+matrix+1999', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+terminator+1984', 'the+world+of+apu+1959', 'inglourious+basterds+2009', 'incendies+2010', 'rashomon+1950', 'the+great+escape+1963', 'the+usual+suspects+1995', 'those+magnificent+men+in+their+flying+machines+or+how+i+flew+from+london+to+paris+in+25+hours+11+minutes+1965', 'true+lies+1994', 'the+lives+of+others+2006', 'return+of+the+jedi+1983', 'life+is+beautiful+1997', 'the+godfather+1972', 'the+graduate+1967', 'the+dark+knight+rises+2012']
519697	['the+shawshank+redemption+1994', 'seven+samurai+1954', 'the+matrix+1999', 'the+godfather+1972', 'the+lord+of+the+rings+the+two+towers+2002', 'mr.+vampire+1985', 'inglourious+basterds+2009', 'a+clockwork+orange+1971', 'fight+club+1999', 'm+1931', 'raise+the+red+lantern+1991', '12+angry+men+1957', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'lawrence+of+arabia+1962', 'a+patch+of+blue+1965', 'star+wars+1977', 'hotel+rwanda+2004', 'toy+story+1995', 'a+boy+named+charlie+brown+1969', 'all+about+eve+1950']
450016	['the+shawshank+redemption+1994', 'blade+runner+1982', 'inglourious+basterds+2009', 'the+usual+suspects+1995', 'pulp+fiction+1994', 'm+1931', 'star+wars+episode+iii+-+revenge+of+the+sith+2005', 'star+wars+1977', 'those+magnificent+men+in+their+flying+machines+or+how+i+flew+from+london+to+paris+in+25+hours+11+minutes+1965', 'a+clockwork+orange+1971', 'paths+of+glory+1957', 'carnal+knowledge+1971', 'the+graduate+1967', 'seven+samurai+1954', 'van+gogh+1991', 'american+beauty+1999', 'the+lives+of+others+2006', 'sunset+boulevard+1950', 'fight+club+1999', 'the+matrix+1999']
14092	['the+shawshank+redemption+1994', 'the+matrix+1999', 'fight+club+1999', 'life+is+beautiful+1997', 'the+princess+bride+1987', 'inglourious+basterds+2009', 'the+beyond+1981', 'amlie+2001', 'the+strange+world+of+planet+x+1958', 'the+brotherhood+1968', 'in+the+name+of+the+father+1993', 'hoop+dreams+1994', 'the+life+of+jesus+1997', 'the+kingdom+1994', 'the+raven+2012', 'raise+the+red+lantern+1991', 'alien+1979', 'memories+1995', 'tsotsi+2005', 'the+turning+1992']
540875	['the+shawshank+redemption+1994', 'the+godfather+1972', 'the+matrix+1999', 'the+terminator+1984', 'the+lives+of+others+2006', 'life+is+beautiful+1997', 'inglourious+basterds+2009', 'raiders+of+the+lost+ark+1981', 'the+usual+suspects+1995', 'the+empire+strikes+back+1980', 'fight+club+1999', 'a+boy+named+charlie+brown+1969', 'seven+samurai+1954', 'the+princess+bride+1987', 'oppressed+majority+2010', 'amlie+2001', 'cinema+paradiso+1988', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'blade+runner+1982', 'the+great+escape+1963']
211898	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'a+close+shave+1995', 'inglourious+basterds+2009', 'the+godfather+1972', 'the+raven+2012', 'a+patch+of+blue+1965', 'the+lord+of+the+rings+the+two+towers+2002', 'sholay+1975', 'a+tale+of+two+sisters+2003', 'the+matrix+1999', 'life+is+beautiful+1997', 'a+clockwork+orange+1971', 'amlie+2001', 'forrest+gump+1994', 'fight+club+1999', 'senso+1954', 'sunset+boulevard+1950', 'the+good_+the+bad+and+the+ugly+1966']
419457	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'm+1931', 'the+silence+of+the+lambs+1991', 'a+raisin+in+the+sun+1961', 'the+matrix+1999', 'blade+runner+1982', 'fight+club+1999', 'seven+samurai+1954', 'american+beauty+1999', 'damage+1992', 'danton+1983', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'i_+robot+2004', 'nightcrawler+2014', 'lavventura+1960', 'lust+for+life+1956', 'the+immigrant+1917', 'flight+of+the+conchords+a+texan+odyssey+2006', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001']
321209	['the+usual+suspects+1995', 'fight+club+1999', 'a+close+shave+1995', 'the+shawshank+redemption+1994', 'black+cat_+white+cat+1998', 'inglourious+basterds+2009', 'the+godfather+1972', 'the+matrix+1999', 'seven+samurai+1954', 'a+clockwork+orange+1971', 'rashomon+1950', 'the+last+season+2014', 'star+wars+1977', 'forrest+gump+1994', 'bellissima+1951', 'm+1931', 'the+scar+2013', 'star+trek+insurrection+1998', 'the+maltese+falcon+1931', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001']
62977	['the+shawshank+redemption+1994', 'the+usual+suspects+1995', 'fight+club+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'schindlers+list+1993', 'the+matrix+1999', 'inglourious+basterds+2009', 'life+is+beautiful+1997', 'the+graduate+1967', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'blade+runner+1982', 'the+lives+of+others+2006', 'what+women+want+2000', 'the+constant+gardener+2005', 'aliens+1986', 'amlie+2001', 'sunset+boulevard+1950', 'the+strange+world+of+planet+x+1958', 'dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964', 'm+1931']
410151	['the+shawshank+redemption+1994', 'inglourious+basterds+2009', 'dr.+strangelove+or+how+i+learned+to+stop+worrying+and+love+the+bomb+1964', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'seven+samurai+1954', 'donnie+darko+2001', 'in+the+name+of+the+father+1993', 'the+life+of+jesus+1997', 'memories+1995', 'sunset+boulevard+1950', 'those+magnificent+men+in+their+flying+machines+or+how+i+flew+from+london+to+paris+in+25+hours+11+minutes+1965', 'trainspotting+1996', 'enemy+of+the+state+1998', 'l.a.+confidential+1997', 'black+cat_+white+cat+1998', 'star+wars+1977', 'the+lord+of+the+rings+the+two+towers+2002', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'infernal+affairs+2002', 'what+women+want+2000']
404448	['the+matrix+1999', 'the+shawshank+redemption+1994', 'the+princess+bride+1987', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+usual+suspects+1995', 'fight+club+1999', 'amlie+2001', 'raiders+of+the+lost+ark+1981', 'the+concert+for+bangladesh+1972', 'blade+runner+1982', 'a+close+shave+1995', 'pans+labyrinth+2006', 'flight+of+the+conchords+a+texan+odyssey+2006', 'life+is+beautiful+1997', 'the+meaning+of+life+1983', 'good+will+hunting+1997', 'the+hours+2002', 'chappie+2015', 'forrest+gump+1994', 'seven+samurai+1954']
326599	['the+shawshank+redemption+1994', 'the+lives+of+others+2006', 'the+godfather+1972', 'fight+club+1999', 'the+matrix+1999', 'pans+labyrinth+2006', 'forrest+gump+1994', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+lord+of+the+rings+the+two+towers+2002', 'what+women+want+2000', 'blade+runner+1982', 'the+cameramans+revenge+1912', 'the+good_+the+bad+and+the+ugly+1966', 'life+is+beautiful+1997', 'the+empire+strikes+back+1980', 'amlie+2001', 'the+usual+suspects+1995', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'aparajito+1956', 'the+black+cauldron+1985']
358903	['the+shawshank+redemption+1994', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+dark+knight+2008', 'premium+rush+2012', 'running+on+empty+1988', 'the+maltese+falcon+1931', 'fight+club+1999', 'tt3d+closer+to+the+edge+2011', 'm+1931', 'sunset+boulevard+1950', 'the+matrix+1999', 'mother+lode+1982', 'the+usual+suspects+1995', 'the+lives+of+others+2006', 'schindlers+list+1993', 'the+graduate+1967', 'the+great+escape+1963', 'princess+mononoke+1997', 'spellbound+1945', 'the+intouchables+2011']
116842	['the+shawshank+redemption+1994', 'the+matrix+1999', 'what+women+want+2000', 'a+close+shave+1995', 'the+beyond+1981', 'don+jon+2013', 'fargo+1996', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'sunset+boulevard+1950', 'inglourious+basterds+2009', 'incendies+2010', 'the+civil+war+1990', 'good+bye_+lenin+2003', 'cloudy+with+a+chance+of+meatballs+2+2013', 'immensee+1943', 'bright+star+2009', 'fight+club+1999', 'the+lord+of+the+rings+the+two+towers+2002', 'life+is+beautiful+1997', 'the+usual+suspects+1995']
476753	['amlie+2001', 'the+matrix+1999', 'the+shawshank+redemption+1994', 'agent+red+2000', 'the+princess+bride+1987', 'inglourious+basterds+2009', 'scarface+1983', 'city+of+god+2002', 'tsotsi+2005', 'rashomon+1950', 'libeled+lady+1936', 'a+clockwork+orange+1971', 'the+lookout+2007', 'fight+club+1999', 'the+hours+2002', 'a+tale+of+two+sisters+2003', 'the+godfather+1972', 'blade+runner+1982', 'playtime+1967', 'cloudy+with+a+chance+of+meatballs+2+2013']
41995	['the+shawshank+redemption+1994', 'seven+samurai+1954', 'children+of+the+secret+state+2001', 'schindlers+list+1993', 'the+lord+of+the+rings+the+two+towers+2002', 'the+godfather+1972', 'a+close+shave+1995', 'enemy+of+the+state+1998', 'the+good_+the+bad+and+the+ugly+1966', 'raise+the+red+lantern+1991', 'the+lives+of+others+2006', 'life+is+beautiful+1997', 'scarface+1983', 'mr.+troop+mom+2009', 'the+matrix+1999', 'three+colors+red+1994', 'inglourious+basterds+2009', 'cinderella+1950', 'sal_+or+the+120+days+of+sodom+1975', 'donnie+darko+2001']
453744	['the+shawshank+redemption+1994', 'the+matrix+1999', 'blade+runner+1982', 'inglourious+basterds+2009', 'amlie+2001', 'life+is+beautiful+1997', 'danton+1983', 'bright+star+2009', 'the+usual+suspects+1995', 'raise+the+red+lantern+1991', 'sunset+boulevard+1950', 'american+graffiti+1973', 'fight+club+1999', 'city+of+god+2002', 'sun+alley+1999', 'seven+samurai+1954', 'forrest+gump+1994', 'sanjuro+1962', 'damage+1992', 'infernal+affairs+2002']
357700	['the+usual+suspects+1995', 'the+shawshank+redemption+1994', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'fight+club+1999', 'the+immigrant+1917', 'the+godfather+1972', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+matrix+1999', 'inglourious+basterds+2009', 'the+lives+of+others+2006', 'princess+mononoke+1997', 'schindlers+list+1993', 'raiders+of+the+lost+ark+1981', 'amlie+2001', 'vernon_+florida+1981', 'portrait+of+jennie+1948', 'sanjuro+1962', 'stories+of+lost+souls+2004', 'nightcrawler+2014', 'dial+m+for+murder+1954']
69968	['blade+runner+1982', 'the+shawshank+redemption+1994', 'the+matrix+1999', 'raiders+of+the+lost+ark+1981', 'life+is+beautiful+1997', 'fight+club+1999', 'amlie+2001', 'incendies+2010', 'inglourious+basterds+2009', 'the+usual+suspects+1995', 'castle+in+the+sky+1986', 'the+princess+bride+1987', 'the+godfather+1972', 'oliver+twist+1948', 'm+1931', 'a+clockwork+orange+1971', 'the+lives+of+others+2006', 'enemy+of+the+state+1998', 'seven+samurai+1954', 'harry+potter+and+the+chamber+of+secrets+2002']
171779	['fight+club+1999', 'the+shawshank+redemption+1994', 'the+matrix+1999', 'the+usual+suspects+1995', 'casablanca+1942', 'sylvia+scarlett+1935', 'm+1931', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'amlie+2001', 'a+close+shave+1995', 'the+godfather+1972', 'paisan+1946', 'taxi+hunter+1993', 'blade+runner+1982', 'laventure+cest+laventure+1972', 'a+clockwork+orange+1971', 'the+dark+knight+2008', 'sunset+boulevard+1950', 'a+patch+of+blue+1965']
350001	['the+shawshank+redemption+1994', 'blade+runner+1982', 'fight+club+1999', 'the+matrix+1999', 'don+jon+2013', 'schindlers+list+1993', 'the+lord+of+the+rings+the+return+of+the+king+2003', 'the+usual+suspects+1995', 'romper+stomper+1992', 'the+power+and+the+glory+1961', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'shadow+of+a+doubt+1943', 'seven+samurai+1954', 'inglourious+basterds+2009', 'life+is+beautiful+1997', 'walle+2008', 'american+beauty+1999', 'the+lives+of+others+2006', 'sanjuro+1962', 'the+godfather+1972']
449159	['the+shawshank+redemption+1994', 'the+matrix+1999', 'amlie+2001', 'the+usual+suspects+1995', 'fight+club+1999', 'the+lives+of+others+2006', 'm+1931', 'the+graduate+1967', 'blade+runner+1982', 'inglourious+basterds+2009', 'the+muppet+movie+1979', 'the+conversation+1974', '35+up+1991', 'paisan+1946', 'vernon_+florida+1981', 'raise+the+red+lantern+1991', 'sunset+boulevard+1950', 'the+shining+1980', 'the+five+venoms+1978', 'romeo++juliet+2013']
576537	['the+shawshank+redemption+1994', 'the+godfather+1972', 'american+beauty+1999', 'the+lord+of+the+rings+the+fellowship+of+the+ring+2001', 'ghost+world+2001', 'fight+club+1999', 'the+graduate+1967', 'schindlers+list+1993', 'the+princess+bride+1987', 'amlie+2001', 'zatichi+the+fugitive+1963', 'the+matrix+1999', 'winters+bone+2010', 'a+clockwork+orange+1971', 'family+resemblances+1996', 'flamingo+road+1949', 'inglourious+basterds+2009', 'scarface+1983', 'winnie+the+pooh+and+the+honey+tree+1966', 'the+lord+of+the+rings+the+return+of+the+king+2003']
558183	['the+shawshank+redemption+1994', 'life+is+beautiful+1997', 'the+matrix+1999', 'm+1931', 'tsotsi+2005', 'persepolis+2007', 'inglourious+basterds+2009', 'elary+2003', 'amlie+2001', 'schindlers+list+1993', 'the+princess+bride+1987', 'the+usual+suspects+1995', 'blade+runner+1982', '3-iron+2004', 'the+lord+of+the+rings+the+two+towers+2002', 'wrong+cops+2013', 'winnie+the+pooh+and+the+honey+tree+1966', 'bomber+2009', 'alien+1979', 'pulp+fiction+1994']
469922	['the+shawshank+redemption+1994', 'the+matrix+1999', 'life+is+beautiful+1997', 'american+beauty+1999', 'blade+runner+1982', 'the+conversation+1974', 'amlie+2001', 'seven+samurai+1954', 'the+princess+bride+1987', 'castle+in+the+sky+1986', 'blackrock+1997', 'the+usual+suspects+1995', 'a+clockwork+orange+1971', 'the+best+years+of+our+lives+1946', 'm+1931', 'the+godfather+1972', 'the+bourne+identity+2002', 'a+close+shave+1995', 'a+tale+of+two+sisters+2003', 'bright+star+2009']
